SchoolName,EmployedBarPassageRequiredFTLT,EmployedBarPassageRequiredFTST,EmployedBarPassageRequiredPTLT,EmployedBarPassageRequiredPTST,EmployedBarPassageRequiredNumber,EmployedJDAdvantageFTLT,EmployedJDAdvantageFTST,EmployedJDAdvantagePTLT,EmployedJDAdvantagePTST,EmployedJDAdvantageNumber,EmployedProfessionPositionFTLT,EmployedProfessionPositionFTST,EmployedProfessionPositionPTLT,EmployedProfessionPositionPTST,EmployedProfessionPositionNumber,EmployedNonProfessionPositionFTLT,EmployedNonProfessionPositionFTST,EmployedNonProfessionPositionPTLT,EmployedNonProfessionPositionPTST,EmployedNonProfessionPositionNumber,EmployedLawSchoolFTLT,EmployedLawSchoolFTST,EmployedLawSchoolPTLT,EmployedLawSchoolPTST,EmployedLawSchoolNumber,EmployedUndeterminableFTLT,EmployedUndeterminableFTST,EmployedUndeterminablePTLT,EmployedUndeterminablePTST,EmployedUndeterminableNumber,EmployedPursuingGraduateDegreeNumber,UnEmployedStartDateDeferredNumber,UnEmployedNotSeekingNumber,UnEmployedSeekingNumber,EmploymentStatusUnknownNumber,TotalGraduatesNumber,Funded_BarPassgeFullTimeLongTerm,Funded_BarPassgeFullTimeShortTerm,Funded_BarPassgePartTimeLongTerm,Funded_BarPassgePartTimeShortTerm,Funded_BarPassgeTotalEmployed,Funded_JDAdvantageFullTimeLongTerm,Funded_JDAdvantageFullTimeShortTerm,Funded_JDAdvantagePartTimeLongTerm,Funded_JDAdvantagePartTimeShortTerm,Funded_JDAdvantageTotalEmployed,Funded_ProfessionFullTimeLongTerm,Funded_ProfessionFullTimeShortTerm,Funded_ProfessionPartTimeLongTerm,Funded_ProfessionPartTimeShortTerm,Funded_ProfessionTotalEmployed,Funded_NonProfessionFullTimeLongTerm,Funded_NonProfessionFullTimeShortTerm,Funded_NonProfessionPartTimeLongTerm,Funded_NonProfessionPartTimeShortTerm,Funded_NonProfessionTotalEmployed,Funded_TotFullTimeLongTerm,Funded_TotFullTimeShortTerm,Funded_TotPartTimeLongTerm,Funded_TotPartTimeShortTerm,Funded_TotTotalEmployed,Solo-FTLT,Solo-FTST,Solo-PTLT,Solo-PTST,Solo,2-10-FTLT,2-10-FTST,2-10-PTLT,2-10-PTST,10-Feb,11-25-FTLT,11-25-FTST,11-25-PTLT,11-25-PTST,25-Nov,26-50-FTLT,26-50-FTST,26-50-PTLT,26-50-PTST,26-50,51-100-FTLT,51-100-FTST,51-100-PTLT,51-100-PTST,51-100,101-250-FTLT,101-250-FTST,101-250-PTLT,101-250-PTST,101-250,251-500-FTLT,251-500-FTST,251-500-PTLT,251-500-PTST,251-500,501-FTLT,501-FTST,501-PTLT,501-PTST,501-PLUS,Unknown-FTLT,Unknown-FTST,Unknown-PTLT,Unknown-PTST,Unknown,BusinessIndustry-FTLT,BusinessIndustry-FTST,BusinessIndustry-PTLT,BusinessIndustry-PTST,BusinessIndustry,Government-FTLT,Government-FTST,Government-PTLT,Government-PTST,Government,PublicInterest-FTLT,PublicInterest-FTST,PublicInterest-PTLT,PublicInterest-PTST,PublicInterest,Federal-FTLT,Federal-FTST,Federal-PTLT,Federal-PTST,Federal,StateLocal-FTLT,StateLocal-FTST,StateLocal-PTLT,StateLocal-PTST,StateLocal,Other-FTLT,Other-FTST,Other-PTLT,Other-PTST,Other,Academia-FTLT,Academia-FTST,Academia-PTLT,Academia-PTST,Academia,UnknownEmployerType-FTLT,UnknownEmployerType-FTST,UnknownEmployerType-PTLT,UnknownEmployerType-PTST,UnknownEmployerType,Total-FTLT,Total-FTST,Total-PTLT,Total-PTST,Total,FirstLargestEmployment,FirstLargestEmploymentNumber,SecondLargestEmployment,SecondLargestEmploymentNumber,ThirdLargestEmployment,ThirdLargestEmploymentNumber,EmployedInForeignCountries
BROOKLYN LAW SCHOOL,215,1,0,2,218,31,1,2,1,35,9,0,1,2,12,0,0,0,0,0,0,0,0,34,34,0,1,0,0,1,3,3,2,23,5,336,0,0,0,33,33,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,0,41,0,1,3,45,20,0,0,0,20,9,0,0,0,9,9,0,0,0,9,11,0,0,0,11,7,0,0,0,7,44,0,1,0,45,1,1,0,0,2,44,1,0,1,46,36,0,1,18,55,16,0,0,14,30,11,0,0,1,12,4,0,0,1,5,0,0,0,0,0,2,0,0,0,2,0,1,0,1,2,255,3,3,39,300,NEW YORK,271,NEW JERSEY,10,CALIFORNIA,3,1
CALIFORNIA WESTERN SCHOOL OF LAW,90,0,7,1,98,39,3,5,0,47,6,0,1,0,7,3,1,2,0,6,0,0,0,0,0,0,0,0,0,0,3,3,6,44,10,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,8,45,0,8,1,54,12,0,0,0,12,8,0,0,0,8,5,0,1,0,6,3,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,19,2,3,0,24,24,2,0,0,26,4,0,1,0,5,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,3,0,1,0,4,1,0,0,0,1,138,4,15,1,158,California,140,District Of Columbia,4,Nevada,3,1
"CALIFORNIA-BERKELEY, UNIVERSITY OF",237,1,1,0,239,5,0,0,0,5,0,0,0,0,0,1,0,0,0,1,11,3,0,0,14,0,0,0,0,0,3,5,2,9,0,278,11,2,0,0,13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,3,0,0,14,1,0,0,0,1,14,0,1,0,15,13,0,0,0,13,1,0,0,0,1,2,0,0,0,2,6,0,0,0,6,22,0,0,0,22,98,0,0,0,98,0,0,0,0,0,6,0,0,0,6,29,0,0,0,29,24,2,0,0,26,31,0,0,0,31,6,0,0,0,6,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,254,4,1,0,259,California,159,New York,32,District of Columbia,16,2
"CALIFORNIA-DAVIS, UNIVERSITY OF",125,0,2,4,131,9,1,1,2,13,0,0,0,0,0,0,0,0,0,0,9,0,0,10,19,0,0,0,0,0,2,2,2,11,5,185,9,0,0,0,9,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0,10,19,1,0,0,0,1,22,0,1,2,25,13,0,1,0,14,10,0,0,0,10,8,0,0,0,8,3,0,0,0,3,3,0,0,0,3,22,0,0,0,22,5,0,0,0,5,14,0,0,2,16,23,1,1,2,27,13,0,0,0,13,1,0,0,0,1,4,0,0,0,4,0,0,0,0,0,1,0,0,10,11,0,0,0,0,0,143,1,3,16,163,California,148,District of Columbia,3,New York,3,2
"CALIFORNIA-HASTINGS, UNIVERSITY OF",174,6,4,3,187,28,5,8,2,43,5,0,0,2,7,1,1,2,0,4,4,1,1,14,20,0,0,0,0,0,0,2,2,37,6,308,4,1,0,7,12,0,0,1,7,8,0,0,0,0,0,0,0,0,0,0,4,1,1,14,20,3,0,2,1,6,34,3,7,3,47,20,0,0,1,21,10,1,1,0,12,7,0,0,0,7,14,0,0,0,14,6,0,0,0,6,42,0,0,0,42,0,0,0,0,0,29,6,3,2,40,18,3,0,9,30,17,0,0,5,22,5,0,0,0,5,0,0,0,0,0,4,0,0,0,4,3,0,2,0,5,0,0,0,0,0,212,13,15,21,261,California,236,New York,4,Washington,4,0
"CALIFORNIA-IRVINE, UNIVERSITY OF",71,0,1,0,72,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,3,2,3,8,0,110,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,7,0,1,0,8,6,0,0,0,6,2,0,0,0,2,3,0,0,0,3,3,0,0,0,3,2,0,0,0,2,12,0,0,0,12,0,0,0,0,0,3,0,0,0,3,20,0,0,0,20,18,0,0,0,18,14,0,0,0,14,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,93,0,1,0,94,CALIFORNIA,65,DISTRICT OF COLUMBIA,5,HAWAII,5,0
"CALIFORNIA-LOS ANGELES, UNIVERSITY OF",247,1,5,1,254,25,1,2,2,30,1,0,1,0,2,0,0,0,0,0,34,0,0,0,34,0,0,0,0,0,3,0,3,9,0,335,31,0,0,0,31,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,34,0,0,0,34,1,0,0,0,1,29,1,2,1,33,23,0,2,1,26,10,0,0,0,10,7,0,0,0,7,11,0,0,0,11,24,0,0,0,24,100,0,0,0,100,0,0,0,0,0,28,0,3,1,32,23,0,0,0,23,25,0,1,0,26,16,0,0,0,16,5,0,0,0,5,0,0,0,0,0,5,1,0,0,6,0,0,0,0,0,307,2,8,3,320,California,270,New York,11,District Of Columbia,5,5
CAMPBELL UNIVERSITY,73,2,0,4,79,17,2,2,3,24,1,0,0,0,1,0,0,0,4,4,3,0,0,0,3,0,0,0,0,0,1,0,0,25,8,145,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,34,2,1,1,38,4,0,0,0,4,2,1,0,0,3,4,0,0,0,4,3,0,0,0,3,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,16,1,1,9,27,21,0,0,0,21,0,0,0,1,1,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,94,4,2,11,111,North Carolina,96,Virginia,6,Florida,2,0
CAPITAL UNIVERSITY,57,2,3,0,62,23,0,0,4,27,17,1,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,28,8,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,5,24,0,1,2,27,5,0,0,0,5,1,0,0,0,1,5,0,0,0,5,6,0,0,0,6,3,0,1,0,4,1,0,0,0,1,0,0,0,0,0,25,3,1,0,29,21,0,1,1,23,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,97,3,4,4,108,Ohio,94,Florida,3,Illinois,2,0
CARDOZO SCHOOL OF LAW,246,5,2,1,254,32,3,5,1,41,7,0,0,1,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,9,40,3,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,49,1,5,1,56,22,1,0,0,23,8,0,0,0,8,11,0,0,0,11,6,0,0,0,6,10,0,0,0,10,46,0,0,0,46,0,0,0,0,0,63,4,1,2,70,33,1,1,0,35,21,1,0,0,22,3,0,0,0,3,11,0,0,0,11,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,286,8,7,3,304,New York,255,New Jersey,26,Florida,4,1
CASE WESTERN RESERVE UNIVERSITY,86,4,3,4,97,16,0,1,0,17,2,0,2,0,4,0,1,1,0,2,0,0,0,8,8,0,0,0,0,0,2,0,3,10,1,144,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,0,0,0,1,20,1,3,3,27,4,0,0,0,4,6,1,0,0,7,5,0,0,0,5,7,0,0,0,7,2,0,0,0,2,10,0,0,0,10,0,0,0,1,1,26,3,1,1,31,12,0,2,5,19,6,0,0,2,8,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,1,0,1,104,5,7,12,128,Ohio,65,New York,9,Illinois,8,7
CATHOLIC UNIVERSITY OF AMERICA,63,2,0,0,65,37,2,1,1,41,4,1,2,1,8,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,4,1,3,15,3,142,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,9,2,1,0,12,5,0,0,0,5,3,0,0,0,3,3,0,0,0,3,1,0,0,0,1,1,0,0,0,1,12,0,0,0,12,0,0,0,0,0,13,1,2,2,18,34,0,0,0,34,7,1,0,1,9,0,0,0,0,0,14,1,0,0,15,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,104,5,3,4,116,District of Columbia,46,Virginia,26,Maryland,19,1
CHAPMAN UNIVERSITY,62,2,5,0,69,23,4,4,1,32,3,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,25,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,34,1,5,1,41,10,0,0,0,10,5,0,0,0,5,6,0,0,0,6,3,0,0,0,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,19,2,4,0,25,4,2,0,0,6,2,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,6,10,1,105,California,97,Nevada,3,Texas,2,0
CHARLESTON SCHOOL OF LAW,65,6,4,3,78,6,2,4,1,13,8,0,1,0,9,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,8,0,1,14,6,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,33,2,5,3,43,5,0,0,0,5,2,0,0,0,2,1,0,0,0,1,3,1,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10,4,2,1,17,7,0,1,0,8,3,1,0,0,4,1,0,0,0,1,10,0,0,0,10,0,0,0,0,0,3,0,2,0,5,0,0,0,0,0,82,8,10,4,104,South Carolina,81,Georgia,4,Virginia,4,1
CHARLOTTE SCHOOL OF LAW,120,16,3,3,142,48,65,8,1,122,35,10,3,6,54,2,1,4,3,10,0,7,0,0,7,0,0,0,0,0,7,2,7,102,3,456,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,13,0,0,0,13,76,2,7,4,89,8,0,0,0,8,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,1,0,0,0,1,5,0,2,0,7,58,86,6,5,155,21,4,2,0,27,5,3,1,0,9,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,6,4,0,4,14,0,0,0,0,0,205,99,18,13,335,North Carolina,194,South Carolina,26,Virginia,22,2
"CHICAGO, UNIVERSITY OF",178,0,0,1,179,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,6,5,0,0,11,0,0,0,0,0,1,1,0,2,0,196,6,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,22,0,0,0,22,105,0,0,0,105,0,0,0,0,0,3,1,0,2,6,5,1,0,0,6,7,4,0,0,11,28,0,0,0,28,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,6,0,2,192,Illinois,68,New York,43,California,17,4
CHICAGO-KENT COLLEGE OF LAW-IIT,144,12,4,6,166,40,6,3,11,60,19,0,1,0,20,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,3,2,4,18,1,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,39,5,4,5,53,12,0,1,2,15,4,0,0,0,4,6,1,0,0,7,10,0,0,0,10,8,0,0,0,8,15,1,0,0,16,11,0,0,3,14,64,10,1,7,82,27,1,2,0,30,4,0,1,0,5,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,204,18,9,18,249,Illinois,204,California,8,Virginia,3,2
"CINCINNATI, UNIVERSITY OF",67,3,0,1,71,21,1,1,0,23,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,1,0,10,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20,0,0,1,21,5,0,0,0,5,2,0,0,0,2,3,0,0,0,3,6,0,0,0,6,5,0,0,0,5,4,0,0,0,4,0,0,0,0,0,12,4,1,1,18,20,0,0,0,20,5,0,0,1,6,2,0,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,4,1,3,96,Ohio,74,Kentucky,5,California,4,0
CITY UNIVERSITY OF NEW YORK,66,4,0,1,71,5,3,0,0,8,3,1,0,1,5,0,0,0,0,0,0,0,0,5,5,1,0,0,0,1,0,0,3,15,3,111,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,0,0,0,1,5,2,0,1,8,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,2,6,1,0,0,7,29,1,0,0,30,27,1,0,4,32,1,0,0,0,1,3,1,0,0,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,75,8,0,7,90,New York,76,New Jersey,3,Texas,3,0
CLEVELAND STATE UNIVERSITY,57,1,3,0,61,15,1,2,1,19,3,0,2,0,5,1,0,3,0,4,0,0,0,0,0,0,0,0,0,0,1,1,1,16,1,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,15,0,2,0,17,6,0,0,0,6,0,0,0,0,0,3,0,0,0,3,4,0,0,0,4,1,0,0,0,1,4,0,0,0,4,2,0,0,0,2,24,2,3,1,30,13,0,1,0,14,1,0,2,0,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,76,2,10,1,89,Ohio,81,District Of Columbia,1,Florida,1,0
"COLORADO, UNIVERSITY OF",112,0,2,4,118,17,1,0,0,18,1,1,0,1,3,0,0,0,0,0,4,1,1,7,13,0,0,0,0,0,1,0,1,4,1,159,3,1,1,7,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,1,7,13,0,0,0,0,0,16,0,1,2,19,4,0,0,0,4,1,0,0,0,1,7,0,0,0,7,1,0,0,0,1,9,0,0,0,9,3,0,0,0,3,0,0,0,0,0,18,2,0,1,21,21,0,0,0,21,18,1,0,4,23,6,0,0,0,6,25,0,0,5,30,0,0,1,0,1,5,0,1,0,6,0,0,0,0,0,134,3,3,12,152,Colorado,126,District Of Columbia,4,California,3,0
COLUMBIA UNIVERSITY,360,0,0,0,360,10,0,0,1,11,3,0,1,0,4,0,0,0,0,0,28,0,0,0,28,0,0,0,0,0,2,1,0,7,0,413,28,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,28,0,0,0,0,0,3,0,0,0,3,1,0,0,0,1,4,0,0,0,4,1,0,0,0,1,7,0,0,0,7,44,0,0,0,44,253,0,0,0,253,0,0,0,0,0,12,0,1,1,14,21,0,0,0,21,27,0,0,0,27,23,0,0,0,23,3,0,0,0,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,401,0,1,1,403,New York,309,California,28,District of Columbia,25,9
"CONNECTICUT, UNIVERSITY OF",90,0,0,2,92,32,1,0,1,34,9,0,0,1,10,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,2,7,3,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,17,9,0,0,0,9,7,0,0,0,7,10,0,0,0,10,11,0,0,0,11,1,0,0,0,1,4,0,0,0,4,0,0,0,0,0,28,1,0,5,34,19,1,0,0,20,7,0,0,0,7,4,0,0,0,4,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,2,0,5,138,Connecticut,103,New York,11,Massachusetts,8,1
CORNELL UNIVERSITY,164,0,0,0,164,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,3,5,0,2,10,0,0,0,0,0,0,0,0,0,5,183,2,1,0,0,3,1,4,0,2,7,0,0,0,0,0,0,0,0,0,0,3,5,0,2,10,0,0,0,0,0,4,0,0,0,4,2,0,0,0,2,3,0,0,0,3,4,0,0,0,4,8,0,0,0,8,20,0,0,0,20,87,1,0,0,88,0,0,0,0,0,3,0,0,0,3,19,1,0,2,22,3,3,0,0,6,7,0,0,0,7,9,1,0,0,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,170,6,0,2,178,New York,97,District Of Columbia,13,California,12,10
CREIGHTON UNIVERSITY,77,1,0,1,79,11,1,0,0,12,4,0,0,0,4,3,0,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0,3,18,0,121,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,25,0,0,1,26,6,0,0,0,6,3,0,0,0,3,3,0,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2,21,1,0,0,22,18,1,0,0,19,2,0,1,0,3,3,0,0,0,3,5,0,0,0,5,2,0,0,0,2,3,0,0,0,3,0,0,0,0,0,96,2,1,1,100,Nebraska,61,Utah,7,Colorado,5,0
"DAYTON, UNIVERSITY OF",48,0,1,0,49,11,0,0,1,12,3,1,0,0,4,2,2,4,0,8,0,0,0,0,0,0,0,0,0,0,5,3,1,8,3,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,22,0,0,1,23,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,14,2,4,0,20,13,1,1,0,15,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,64,3,5,1,73,Ohio,41,Indiana,11,Michigan,3,0
"DENVER, UNIVERSITY OF",169,1,3,2,175,31,8,0,3,42,3,0,2,0,5,0,0,1,1,2,5,1,0,23,29,0,0,0,0,0,2,1,2,16,5,279,5,0,0,21,26,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,5,1,0,23,29,4,0,1,0,5,48,0,2,3,53,8,0,0,0,8,5,0,0,0,5,3,0,0,0,3,4,0,0,0,4,4,0,0,0,4,17,0,0,0,17,0,0,0,0,0,36,7,3,2,48,47,0,0,1,48,6,2,0,0,8,3,0,0,1,4,19,1,0,19,39,0,0,0,0,0,4,0,0,3,7,0,0,0,0,0,208,10,6,29,253,Colorado,216,California,6,District of Columbia,3,3
DEPAUL UNIVERSITY,142,4,5,2,153,35,6,9,3,53,5,1,1,0,7,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,5,0,2,35,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,63,0,10,1,74,22,0,0,0,22,3,0,0,0,3,2,1,0,0,3,3,0,0,0,3,0,0,0,0,0,13,0,0,0,13,1,0,1,0,2,36,9,4,4,53,22,1,0,0,23,15,0,1,0,16,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,183,11,16,5,215,Illinois,179,Florida,5,California,4,1
"DETROIT MERCY, UNIVERSITY OF",53,24,2,0,79,21,0,5,0,26,3,4,1,0,8,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,25,2,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,18,10,3,0,31,6,1,1,0,8,5,2,0,0,7,1,1,0,0,2,4,0,0,0,4,7,2,0,0,9,0,2,0,0,2,0,0,0,0,0,18,6,1,0,25,9,3,1,0,13,2,1,0,0,3,0,0,0,0,0,5,0,0,0,5,2,0,0,0,2,0,0,2,0,2,0,0,0,0,0,79,28,9,0,116,Michigan,76,Illinois,2,Texas,2,33
DISTRICT OF COLUMBIA,15,1,1,1,18,19,1,4,1,25,5,1,1,0,7,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,2,9,3,68,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,8,0,1,0,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,10,3,4,0,17,15,0,0,0,15,3,0,0,0,3,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,40,4,6,2,52,District of Columbia,19,Maryland,8,Virginia,5,0
DRAKE UNIVERSITY,80,0,3,0,83,14,1,2,1,18,4,0,1,0,5,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,4,2,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,8,43,0,0,0,43,6,0,0,0,6,5,0,0,0,5,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,1,12,17,0,0,0,17,5,0,0,0,5,1,0,0,0,1,5,0,0,0,5,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,98,1,8,1,108,Iowa,87,Illinois,4,Wisconsin,3,0
DREXEL UNIVERSITY,83,1,2,0,86,18,1,2,0,21,1,0,2,1,4,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,2,0,1,12,0,128,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,24,0,3,0,27,7,0,0,0,7,2,0,0,0,2,4,0,0,0,4,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,19,1,2,2,24,14,0,1,0,15,0,0,0,1,1,2,0,0,0,2,24,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,2,6,3,113,Pennsylvania,73,New Jersey,19,Delaware,4,1
DUKE UNIVERSITY,185,2,0,0,187,7,0,0,0,7,0,1,0,0,1,0,0,0,0,0,1,5,0,1,7,0,0,0,0,0,1,0,1,4,0,208,1,5,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,7,0,0,0,0,0,4,1,0,0,5,1,0,0,0,1,1,0,0,0,1,2,0,0,0,2,13,0,0,0,13,24,0,0,0,24,100,2,0,0,102,0,0,0,0,0,8,1,0,0,9,5,2,0,0,7,4,0,0,0,4,18,2,0,0,20,11,0,0,1,12,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,193,8,0,1,202,New York,65,North Carolina,28,District of Columbia,19,9
DUQUESNE UNIVERSITY,77,5,2,2,86,18,2,1,0,21,13,1,0,0,14,3,0,3,0,6,0,0,0,1,1,0,0,0,0,0,2,1,0,8,6,145,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,24,1,1,1,27,5,0,0,0,5,8,0,0,0,8,1,0,0,0,1,2,0,0,0,2,4,0,0,0,4,12,0,0,0,12,0,0,0,0,0,31,7,4,1,43,11,0,0,0,11,3,0,0,0,3,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,111,8,6,3,128,Pennsylvania,114,District Of Columbia,3,New York,3,0
ELON UNIVERSITY,37,1,1,2,41,5,2,0,1,8,2,1,1,3,7,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,4,0,0,14,1,77,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,6,14,0,1,1,16,7,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,3,1,5,13,4,1,0,1,6,3,0,0,0,3,1,0,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,44,4,2,8,58,North Carolina,46,Georgia,3,District of Columbia,2,0
