SchoolName,EmployedBarPassageRequiredFTLT,EmployedBarPassageRequiredFTST,EmployedBarPassageRequiredPTLT,EmployedBarPassageRequiredPTST,EmployedBarPassageRequiredNumber,EmployedJDAdvantageFTLT,EmployedJDAdvantageFTST,EmployedJDAdvantagePTLT,EmployedJDAdvantagePTST,EmployedJDAdvantageNumber,EmployedProfessionPositionFTLT,EmployedProfessionPositionFTST,EmployedProfessionPositionPTLT,EmployedProfessionPositionPTST,EmployedProfessionPositionNumber,EmployedNonProfessionPositionFTLT,EmployedNonProfessionPositionFTST,EmployedNonProfessionPositionPTLT,EmployedNonProfessionPositionPTST,EmployedNonProfessionPositionNumber,EmployedLawSchoolFTLT,EmployedLawSchoolFTST,EmployedLawSchoolPTLT,EmployedLawSchoolPTST,EmployedLawSchoolNumber,EmployedUndeterminableFTLT,EmployedUndeterminableFTST,EmployedUndeterminablePTLT,EmployedUndeterminablePTST,EmployedUndeterminableNumber,EmployedPursuingGraduateDegreeNumber,UnEmployedStartDateDeferredNumber,UnEmployedNotSeekingNumber,UnEmployedSeekingNumber,EmploymentStatusUnknownNumber,TotalGraduatesNumber,Funded_BarPassgeFullTimeLongTerm,Funded_BarPassgeFullTimeShortTerm,Funded_BarPassgePartTimeLongTerm,Funded_BarPassgePartTimeShortTerm,Funded_BarPassgeTotalEmployed,Funded_JDAdvantageFullTimeLongTerm,Funded_JDAdvantageFullTimeShortTerm,Funded_JDAdvantagePartTimeLongTerm,Funded_JDAdvantagePartTimeShortTerm,Funded_JDAdvantageTotalEmployed,Funded_ProfessionFullTimeLongTerm,Funded_ProfessionFullTimeShortTerm,Funded_ProfessionPartTimeLongTerm,Funded_ProfessionPartTimeShortTerm,Funded_ProfessionTotalEmployed,Funded_NonProfessionFullTimeLongTerm,Funded_NonProfessionFullTimeShortTerm,Funded_NonProfessionPartTimeLongTerm,Funded_NonProfessionPartTimeShortTerm,Funded_NonProfessionTotalEmployed,Funded_TotFullTimeLongTerm,Funded_TotFullTimeShortTerm,Funded_TotPartTimeLongTerm,Funded_TotPartTimeShortTerm,Funded_TotTotalEmployed,Solo-FTLT,Solo-FTST,Solo-PTLT,Solo-PTST,Solo,2-10-FTLT,2-10-FTST,2-10-PTLT,2-10-PTST,10-Feb,11-25-FTLT,11-25-FTST,11-25-PTLT,11-25-PTST,25-Nov,26-50-FTLT,26-50-FTST,26-50-PTLT,26-50-PTST,26-50,51-100-FTLT,51-100-FTST,51-100-PTLT,51-100-PTST,51-100,101-250-FTLT,101-250-FTST,101-250-PTLT,101-250-PTST,101-250,251-500-FTLT,251-500-FTST,251-500-PTLT,251-500-PTST,251-500,501-FTLT,501-FTST,501-PTLT,501-PTST,501-PLUS,Unknown-FTLT,Unknown-FTST,Unknown-PTLT,Unknown-PTST,Unknown,BusinessIndustry-FTLT,BusinessIndustry-FTST,BusinessIndustry-PTLT,BusinessIndustry-PTST,BusinessIndustry,Government-FTLT,Government-FTST,Government-PTLT,Government-PTST,Government,PublicInterest-FTLT,PublicInterest-FTST,PublicInterest-PTLT,PublicInterest-PTST,PublicInterest,Federal-FTLT,Federal-FTST,Federal-PTLT,Federal-PTST,Federal,StateLocal-FTLT,StateLocal-FTST,StateLocal-PTLT,StateLocal-PTST,StateLocal,Other-FTLT,Other-FTST,Other-PTLT,Other-PTST,Other,Academia-FTLT,Academia-FTST,Academia-PTLT,Academia-PTST,Academia,UnknownEmployerType-FTLT,UnknownEmployerType-FTST,UnknownEmployerType-PTLT,UnknownEmployerType-PTST,UnknownEmployerType,Total-FTLT,Total-FTST,Total-PTLT,Total-PTST,Total,FirstLargestEmployment,FirstLargestEmploymentNumber,SecondLargestEmployment,SecondLargestEmploymentNumber,ThirdLargestEmployment,ThirdLargestEmploymentNumber,EmployedInForeignCountries
NORTHERN ILLINOIS UNIVERSITY,52,0,0,0,52,14,0,2,1,17,1,0,0,0,1,4,0,1,0,5,1,0,0,0,1,0,0,0,0,0,4,1,0,4,3,88,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2,28,0,1,0,29,5,0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,11,22,0,1,0,23,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,3,1,76,Illinois,66,Wisconsin,2,Colorado,1,0
NORTHERN KENTUCKY UNIVERSITY,58,5,2,0,65,25,1,6,1,33,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,9,6,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,33,1,5,1,40,5,0,0,0,5,4,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,12,2,2,0,16,15,0,0,0,15,3,0,1,0,4,1,0,0,0,1,7,0,0,0,7,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,84,6,9,1,100,Kentucky,48,Ohio,41,Indiana,2,0
NORTHWESTERN UNIVERSITY,203,0,2,0,205,19,1,0,0,20,1,0,0,0,1,0,0,0,0,0,8,0,0,2,10,0,0,0,0,0,2,1,0,10,0,249,8,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,10,0,0,0,0,0,3,0,1,0,4,3,0,1,0,4,2,0,0,0,2,5,0,0,0,5,4,0,0,0,4,7,0,0,0,7,142,0,0,0,142,0,0,0,0,0,17,1,0,0,18,11,0,0,1,12,13,0,0,0,13,18,0,0,0,18,4,0,0,1,5,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,231,1,2,2,236,Illinois,103,New York,55,California,22,3
"NOTRE DAME, UNIVERSITY OF",131,1,1,0,133,5,2,0,0,7,1,0,0,0,1,0,2,0,1,3,4,0,0,0,4,0,0,0,0,0,2,1,3,15,3,172,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,15,0,1,0,16,8,0,0,0,8,4,0,0,0,4,9,0,0,0,9,7,0,0,0,7,8,0,0,0,8,39,2,0,0,41,0,0,0,0,0,11,2,0,1,14,19,0,0,0,19,4,1,0,0,5,9,0,0,0,9,7,0,0,0,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,141,5,1,1,148,Illinois,33,New York,15,California,14,0
NOVA SOUTHEASTERN UNIVERSITY,117,4,0,1,122,21,3,1,2,27,13,1,7,0,21,3,0,0,0,3,0,0,0,0,0,2,0,0,0,2,7,3,8,38,8,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,53,1,1,2,57,13,0,0,0,13,9,0,0,0,9,4,0,0,0,4,2,0,0,0,2,6,0,0,0,6,1,1,0,0,2,9,1,0,0,10,19,3,6,1,29,22,1,0,0,23,13,0,0,0,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,156,8,8,3,175,Florida,158,New York,2,District of Columbia,1,3
OHIO NORTHERN UNIVERSITY,35,0,0,1,36,10,2,1,0,13,3,1,0,2,6,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,1,1,5,5,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,12,0,0,0,12,3,0,0,1,4,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,14,3,1,0,18,11,0,0,0,11,0,0,1,0,1,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,49,3,2,3,57,Ohio,31,New York,5,West Virginia,4,1
OHIO STATE UNIVERSITY,137,1,4,0,142,20,0,1,0,21,0,0,0,0,0,2,0,0,1,3,3,1,0,6,10,0,0,0,0,0,2,0,0,1,0,179,3,1,0,1,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,3,1,0,6,10,2,0,0,0,2,23,0,3,1,27,7,0,0,0,7,5,0,0,0,5,2,0,0,0,2,14,0,0,0,14,7,0,0,0,7,19,0,0,0,19,0,0,0,0,0,40,1,1,1,43,22,1,1,0,24,9,0,0,0,9,6,0,0,0,6,2,0,0,0,2,0,0,0,0,0,4,0,0,5,9,0,0,0,0,0,162,2,5,7,176,Ohio,141,California,7,Florida,5,3
OKLAHOMA CITY UNIVERSITY,87,1,2,1,91,13,2,0,3,18,7,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,15,1,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,38,1,2,3,44,17,0,0,0,17,2,0,0,0,2,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,12,3,0,1,16,22,0,0,0,22,5,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,4,2,4,117,Oklahoma,93,Texas,13,District of Columbia,2,0
"OKLAHOMA, UNIVERSITY OF",108,0,2,2,112,12,0,3,0,15,1,1,0,0,2,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,2,8,0,143,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,3,39,0,2,1,42,17,0,0,0,17,3,0,0,0,3,9,0,0,0,9,7,0,0,0,7,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,11,1,2,2,16,20,0,0,0,20,6,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,121,1,5,4,131,Oklahoma,88,Texas,22,Colorado,3,0
"OREGON, UNIVERSITY OF",66,0,0,1,67,17,2,2,2,23,2,1,0,1,4,0,1,2,1,4,1,0,0,1,2,0,0,0,0,0,1,1,1,26,0,129,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,2,24,1,2,1,28,10,0,0,0,10,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10,1,2,2,15,17,2,0,1,20,4,0,0,0,4,1,0,0,0,1,13,0,0,0,13,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,86,4,4,6,100,Oregon,70,Washington,5,California,4,0
PACE UNIVERSITY,123,2,4,0,129,18,0,2,0,20,2,0,0,0,2,0,0,2,0,2,0,0,0,5,5,0,0,0,0,0,0,1,0,9,3,171,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,51,0,2,0,53,13,0,1,0,14,4,0,0,0,4,4,0,0,0,4,1,0,0,0,1,0,0,0,0,0,6,0,0,0,6,2,0,0,0,2,17,0,5,0,22,21,1,0,3,25,9,1,0,2,12,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,143,2,8,5,158,New York,128,New Jersey,15,Connecticut,6,2
PEKING CHINA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,128,New Jersey,15,Connecticut,6,0
PENNSYLVANIA STATE - DICKINSON LAW,28,0,0,0,28,2,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,1,0,6,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,3,7,1,0,0,8,1,0,0,0,1,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,30,1,1,1,33,Pennsylvania,26,Delaware,2,Virginia,2,0
PENNSYLVANIA STATE - PENN STATE LAW,63,0,1,0,64,8,1,0,1,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,14,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,13,0,1,0,14,4,0,0,1,5,6,0,0,0,6,3,0,0,0,3,2,0,0,0,2,1,0,0,0,1,5,0,0,0,5,0,0,0,0,0,9,1,0,0,10,5,0,0,0,5,6,0,0,0,6,1,0,0,0,1,14,0,0,0,14,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,72,1,1,1,75,Pennsylvania,44,Florida,4,New York,4,1
PENNSYLVANIA STATE UNIVERSITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pennsylvania,44,Florida,4,New York,4,0
"PENNSYLVANIA, UNIVERSITY OF",230,0,0,1,231,17,0,0,0,17,0,0,0,0,0,0,0,0,1,1,4,0,0,0,4,0,0,0,0,0,3,0,0,2,0,258,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,3,6,0,0,0,6,7,0,0,0,7,25,0,0,0,25,138,0,0,0,138,0,0,0,0,0,20,0,0,1,21,8,0,0,0,8,11,0,0,0,11,29,0,0,0,29,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,2,253,New York,104,Pennsylvania,41,District of Columbia,27,6
PEPPERDINE UNIVERSITY,98,4,4,1,107,19,3,2,2,26,1,1,0,1,3,0,0,0,2,2,2,0,0,14,16,0,0,0,0,0,1,3,4,19,0,181,0,0,0,0,0,2,0,0,14,16,0,0,0,0,0,0,0,0,0,0,2,0,0,14,16,3,0,0,0,3,33,0,2,1,36,12,0,0,1,13,6,0,1,0,7,13,0,0,0,13,3,0,0,0,3,1,0,0,0,1,5,0,0,0,5,0,0,0,0,0,22,1,2,3,28,10,3,0,0,13,2,1,1,0,4,5,1,0,0,6,3,1,0,0,4,0,0,0,0,0,2,1,0,15,18,0,0,0,0,0,120,8,6,20,154,California,129,District Of Columbia,4,Texas,3,1
"PITTSBURGH, UNIVERSITY OF",108,9,1,1,119,22,3,3,1,29,3,0,1,0,4,1,2,2,3,8,0,0,0,0,0,0,0,0,0,0,0,2,0,10,3,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,35,0,1,0,36,7,0,0,0,7,4,0,0,0,4,3,0,0,0,3,9,0,0,0,9,5,1,0,0,6,15,2,0,0,17,0,0,0,0,0,25,11,5,4,45,11,0,1,0,12,3,0,0,1,4,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,134,14,7,5,160,Pennsylvania,125,New York,9,California,5,1
PONTIFICAL CATHOLIC UNIVERSITY OF P.R.,0,12,0,6,18,0,14,1,4,19,15,12,3,3,33,1,0,2,2,5,0,0,0,0,0,0,0,0,0,0,5,2,9,38,24,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,8,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,12,6,4,27,8,13,0,1,22,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,3,2,0,3,8,0,0,0,0,0,16,38,6,15,75,Puerto Rico,70,District Of Columbia,2,Minnesota,1,0
"PUERTO RICO, UNIVERSITY OF",43,5,3,1,52,42,4,7,6,59,15,2,1,1,19,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,5,6,42,4,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,0,13,21,2,3,3,29,3,0,0,0,3,3,0,0,1,4,8,1,0,0,9,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,34,1,3,2,40,8,0,1,0,9,3,1,0,0,4,0,2,0,0,2,9,0,0,0,9,0,0,0,0,0,3,2,2,1,8,0,0,0,0,0,103,11,11,8,133,Puerto Rico,119,Florida,4,New York,3,2
QUINNIPIAC UNIVERSITY,34,2,3,0,39,13,0,0,0,13,5,1,1,0,7,0,0,3,1,4,0,0,0,1,1,0,0,0,0,0,1,0,2,6,3,76,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,16,1,2,0,19,3,0,0,0,3,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,14,1,4,0,19,7,0,0,1,8,1,0,0,0,1,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,52,3,7,2,64,Connecticut,49,New York,6,Florida,3,0
REGENT UNIVERSITY,57,0,1,0,58,5,0,3,0,8,2,0,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,7,4,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,28,0,2,0,30,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,0,2,0,8,13,0,2,0,15,4,0,1,1,6,3,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,7,1,72,Virginia,37,Texas,6,California,4,0
"RICHMOND, UNIVERSITY OF",95,3,3,1,102,19,1,7,0,27,4,0,1,0,5,1,0,3,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,19,0,2,0,21,7,0,1,0,8,5,0,1,0,6,5,1,0,0,6,1,0,0,0,1,2,0,0,0,2,6,0,0,0,6,0,0,0,0,0,19,2,3,0,24,20,0,3,1,24,4,0,1,0,5,10,0,0,0,10,20,1,1,0,22,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,119,4,14,1,138,Virginia,110,District of Columbia,7,North Carolina,3,2
ROGER WILLIAMS UNIVERSITY,44,1,2,0,47,4,3,1,0,8,4,2,1,1,8,3,0,0,2,5,0,0,0,0,0,0,0,0,2,2,1,0,0,9,6,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,0,1,0,13,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,4,3,2,16,10,0,0,0,10,2,1,0,0,3,0,0,0,0,0,21,0,0,0,21,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,55,6,4,5,70,Rhode Island,29,New York,9,Massachusetts,8,0
RUTGERS UNIVERSITY,244,6,2,0,252,24,2,4,2,32,16,0,2,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,23,3,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,6,0,31,9,0,0,0,9,3,0,0,0,3,11,0,0,0,11,5,0,0,0,5,8,0,0,0,8,15,0,0,0,15,0,0,0,0,0,29,2,1,1,33,12,1,0,2,15,5,0,0,0,5,7,0,0,0,7,154,5,0,0,159,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,284,8,8,3,303,New Jersey,238,New York,32,Pennsylvania,17,1
RUTGERS UNIVERSITY-CAMDEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New Jersey,238,New York,32,Pennsylvania,17,0
RUTGERS UNIVERSITY-NEWARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New Jersey,238,New York,32,Pennsylvania,17,0
SAINT LOUIS UNIVERSITY,94,4,1,0,99,25,1,1,0,27,4,0,0,1,5,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,22,1,0,0,23,6,0,1,0,7,5,0,0,0,5,3,0,0,0,3,13,0,0,0,13,5,0,0,0,5,7,0,0,0,7,0,0,0,0,0,27,6,1,0,34,25,0,0,0,25,4,0,0,0,4,1,0,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,123,7,2,1,133,Missouri,95,Illinois,16,District Of Columbia,6,0
SAMFORD UNIVERSITY,87,0,2,2,91,20,0,1,1,22,5,0,0,3,8,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,3,2,2,22,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,28,0,1,3,32,12,0,0,0,12,8,0,0,0,8,5,0,0,0,5,6,0,0,0,6,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,22,0,2,4,28,6,0,0,0,6,4,0,1,0,5,1,0,0,0,1,9,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,113,0,4,7,124,Alabama,86,Georgia,15,Tennessee,7,0
"SAN DIEGO, UNIVERSITY OF",102,3,0,2,107,25,4,1,8,38,2,0,1,0,3,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,4,5,2,53,4,218,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,28,2,1,8,39,16,2,0,1,19,6,0,0,0,6,4,0,0,0,4,8,0,0,0,8,1,0,0,0,1,13,0,0,0,13,1,0,0,0,1,25,3,0,1,29,17,0,0,0,17,2,0,0,0,2,4,0,0,0,4,0,0,0,0,0,1,0,0,0,1,2,0,1,1,4,1,0,0,0,1,130,7,2,11,150,California,133,Virginia,3,Massachusetts,2,2
"SAN FRANCISCO, UNIVERSITY OF",46,5,1,1,53,20,4,6,3,33,5,1,1,2,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6,2,32,3,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,22,0,4,2,28,4,0,0,0,4,1,0,0,0,1,1,0,0,1,2,1,0,1,0,2,3,0,0,0,3,6,0,0,0,6,0,0,0,0,0,15,5,2,1,23,11,4,1,0,16,4,1,1,1,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,71,10,9,6,96,California,88,Illinois,1,Nevada,1,1
SANTA CLARA UNIVERSITY,102,3,1,2,108,30,8,3,2,43,4,2,1,0,7,0,0,1,1,2,0,1,0,6,7,0,0,0,0,0,1,2,5,40,0,215,0,1,0,0,1,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,6,7,2,1,0,0,3,16,0,0,1,17,7,0,0,0,7,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2,22,0,0,0,22,31,4,2,3,40,28,5,2,1,36,12,3,1,0,16,8,0,0,0,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,1,1,6,11,0,0,0,0,0,136,14,6,11,167,California,148,Montana,2,Nevada,2,0
SEATTLE UNIVERSITY,121,5,7,9,142,20,8,3,3,34,11,1,0,0,12,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,4,2,6,19,10,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4,52,1,7,4,64,9,0,0,0,9,8,0,0,1,9,3,0,0,0,3,6,0,0,0,6,1,0,0,0,1,3,1,0,3,7,0,0,0,0,0,29,8,3,5,45,24,4,0,0,28,4,0,0,0,4,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,14,11,13,191,Washington,174,District of Columbia,4,Massachusetts,3,1
SETON HALL UNIVERSITY,129,6,0,0,135,13,4,0,1,18,2,0,0,1,3,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,2,12,2,0,0,0,2,2,0,0,0,2,5,0,0,0,5,5,0,0,0,5,6,0,0,0,6,13,0,0,0,13,0,0,0,0,0,12,3,1,0,16,5,2,0,0,7,1,0,0,0,1,1,0,0,0,1,86,3,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,10,1,2,159,New Jersey,133,New York,18,Pennsylvania,2,0
"SOUTH CAROLINA, UNIVERSITY OF",132,1,1,1,135,18,2,0,2,22,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12,3,1,12,5,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,1,0,32,10,0,0,1,11,4,0,0,0,4,5,1,0,0,6,10,0,0,0,10,5,0,0,0,5,0,0,0,0,0,1,0,0,0,1,15,2,1,1,19,25,0,0,1,26,4,0,0,0,4,7,0,0,0,7,33,0,0,0,33,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,152,3,2,3,160,South Carolina,108,North Carolina,11,Georgia,9,0
